subject,general white matter,general grey matter,general csf,cerebellum,brainstem,thalamus,putamen+pallidum,hippocampus+amygdala
resampled_t1,0.8140,0.6978,0.8086,0.8549,0.8385,0.8475,0.8909,0.8065
